LFRESV 13 0.9957253 -2.7582390E-02 ;
LFRESV 22 0.9952281 -0.3821220 ;
LFRESV 31 1.004192 -0.6888105 ;
LFRESV 32 0.9977580 -0.4672544 ;
LFRESV 41 0.9967414 -0.9973125 ;
LFRESV 42 0.9952245 -1.050958 ;
LFRESV 43 1.001287 -1.157611 ;
LFRESV 46 0.9990333 -1.168198 ;
LFRESV 47 0.9949639 -1.088663 ;
LFRESV 51 0.9977574 -1.288738 ;
LFRESV 61 0.9948822 -1.060873 ;
LFRESV 62 1.000212 -0.9979323 ;
LFRESV 63 0.9991999 -0.9335496 ;
LFRESV 71 1.002757 -0.1361431 ;
LFRESV 72 0.9974027 -0.1191375 ;
